UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0,0,0,0,0
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0
9139,L56318,L,297.6,308.6,1522,37.0,106,0,0,0,0,0,0
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0,0,0,0,0
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0
9162,M24021,M,297.5,308.5,1612,30.0,163,0,0,0,0,0,0
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0
9187,L56366,L,297.9,309.0,1629,29.0,26,0,0,0,0,0,0
9190,L56369,L,297.9,309.1,1595,32.0,32,0,0,0,0,0,0
9192,M24051,M,297.9,309.0,1970,21.6,37,0,0,0,0,0,0
9212,M24071,M,298.0,309.0,1409,49.1,85,0,0,0,0,0,0
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0
9219,L56398,L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0
9220,M24079,M,297.7,308.8,1350,57.0,105,0,0,0,0,0,0
9224,L56403,L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0
9225,L56404,L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0
9230,M24089,M,298.1,309.0,2042,17.8,129,0,0,0,0,0,0
9235,L56414,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0
9249,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0
9250,L56429,L,298.3,309.0,1657,32.2,179,0,0,0,0,0,0
9256,L56435,L,298.2,309.0,1651,31.5,197,0,0,0,0,0,0
9266,M24125,M,298.3,308.9,1390,49.7,23,0,0,0,0,0,0
9267,L56446,L,298.2,308.9,1737,25.5,26,0,0,0,0,0,0
9277,L56456,L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0
9282,L56461,L,298.2,308.9,1336,45.0,66,0,0,0,0,0,0
9285,L56464,L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0
9292,L56471,L,298.2,309.0,1353,57.8,89,0,0,0,0,0,0
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0
9305,L56484,L,298.3,309.1,1537,43.0,123,0,0,0,0,0,0
9306,H38719,H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0
9311,L56490,L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0
9312,L56491,L,298.4,309.4,1540,43.2,141,0,0,0,0,0,0
9314,L56493,L,298.5,309.4,1418,45.1,148,0,0,0,0,0,0
9315,M24174,M,298.5,309.4,1565,33.7,150,0,0,0,0,0,0
9316,L56495,L,298.5,309.5,1569,41.0,153,0,0,0,0,0,0
9332,L56511,L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0
9336,L56515,L,298.4,308.9,1501,50.0,203,0,0,0,0,0,0
9337,L56516,L,298.5,308.9,1725,31.9,205,0,0,0,0,0,0
9345,L56524,L,298.2,308.8,1616,33.7,16,0,0,0,0,0,0
9348,M24207,M,298.2,308.7,1426,42.6,23,0,0,0,0,0,0
9349,L56528,L,298.2,308.7,1436,49.1,26,0,0,0,0,0,0
9350,M24209,M,298.2,308.7,1599,36.2,28,0,0,0,0,0,0
9351,L56530,L,298.2,308.7,2186,17.8,31,0,0,0,0,0,0
9356,L56535,L,298.3,308.9,1708,28.0,42,0,0,0,0,0,0
9373,L56552,L,297.7,308.4,1487,41.4,84,0,0,0,0,0,0
9379,L56558,L,297.6,308.3,1816,28.8,106,0,0,0,0,0,0
9384,H38797,H,297.5,308.1,1548,38.2,117,0,0,0,0,0,0
9388,H38801,H,297.4,307.9,1390,52.0,131,0,0,0,0,0,0
9389,M24248,M,297.5,307.9,1544,37.9,136,0,0,0,0,0,0
9393,L56572,L,297.6,308.1,1437,46.3,149,0,0,0,0,0,0
9395,L56574,L,297.7,308.2,1334,53.0,156,0,0,0,0,0,0
9403,L56582,L,297.7,308.1,1734,30.7,177,0,0,0,0,0,0
9405,L56584,L,297.7,308.2,2007,19.3,181,0,0,0,0,0,0
9408,L56587,L,297.8,308.3,1435,50.1,189,0,0,0,0,0,0
9410,L56589,L,298.0,308.5,1664,28.3,196,0,0,0,0,0,0
9423,L56602,L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0
9438,M24297,M,298.1,308.7,1527,43.0,56,0,0,0,0,0,0
9443,M24302,M,298.1,308.8,1394,47.9,70,0,0,0,0,0,0
9444,H38857,H,298.0,308.8,1411,53.8,73,0,0,0,0,0,0
9454,H38867,H,298.2,309.0,1360,56.8,107,0,0,0,0,0,0
9455,L56634,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0
9460,L56639,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0
9464,M24323,M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0
9466,M24325,M,298.6,309.4,1460,43.8,138,0,0,0,0,0,0
9468,L56647,L,298.6,309.3,1702,27.6,143,0,0,0,0,0,0
9473,M24332,M,298.7,309.4,1375,48.3,157,0,0,0,0,0,0
9481,M24340,M,298.9,309.6,1434,43.8,180,0,0,0,0,0,0
9490,L56669,L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0
9496,H38909,H,299.3,310.0,1373,44.8,221,0,0,0,0,0,0
9498,H38911,H,299.1,309.9,1443,40.3,0,0,0,0,0,0,0
9502,L56681,L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0
9513,L56692,L,299.0,310.2,1575,37.8,42,0,0,0,0,0,0
9514,M24373,M,299.0,310.2,1598,33.4,44,0,0,0,0,0,0
9533,L56712,L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0
9542,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0
9549,L56728,L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0
9561,L56740,L,299.6,310.9,1487,42.5,164,0,0,0,0,0,0
9566,M24425,M,299.8,311.1,1498,38.1,176,0,0,0,0,0,0
9579,L56758,L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0
9580,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0
9585,L56764,L,299.3,310.5,1529,41.3,17,0,0,0,0,0,0
9586,M24445,M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0
9588,M24447,M,299.3,310.5,1462,40.5,24,0,0,0,0,0,0
9589,H39002,H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0
9590,L56769,L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0
9598,L56777,L,298.9,310.1,1510,38.0,52,0,0,0,0,0,0
9600,L56779,L,299.0,310.1,1463,37.4,56,0,0,0,0,0,0
9604,M24463,M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0
9605,H39018,H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0
9608,L56787,L,298.9,310.1,1571,36.8,78,0,0,0,0,0,0
9619,L56798,L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0
9621,L56800,L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0
9623,L56802,L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0
9630,H39043,H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0
9635,L56814,L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0
9642,L56821,L,299.3,310.4,1365,53.9,171,0,0,0,0,0,0
9645,L56824,L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0
9649,L56828,L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0
9655,L56834,L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0
9681,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0
9688,M24547,M,299.1,310.1,1649,31.6,41,0,0,0,0,0,0
9691,M24550,M,298.9,310.0,1520,35.6,48,0,0,0,0,0,0
9692,L56871,L,299.0,310.0,1582,31.9,51,0,0,0,0,0,0
9697,L56876,L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0
9698,M24557,M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0
9699,L56878,L,298.8,309.8,1663,28.2,67,0,0,0,0,0,0
9704,L56883,L,298.9,310.0,1422,43.6,78,0,0,0,0,0,0
9706,L56885,L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0
9707,M24566,M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0
9711,L56890,L,299.1,310.1,1336,61.3,94,0,0,0,0,0,0
9715,L56894,L,299.1,310.1,1894,20.1,106,0,0,0,0,0,0
9718,L56897,L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0
9719,L56898,L,298.9,309.9,1517,36.6,117,0,0,0,0,0,0
9721,M24580,M,298.9,309.9,1357,54.5,121,0,0,0,0,0,0
9724,L56903,L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0
9726,M24585,M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0
9749,M24608,M,298.9,310.1,1441,41.2,189,0,0,0,0,0,0
9758,M24617,M,298.6,309.9,1517,34.0,215,0,0,0,0,0,0
9764,M24623,M,298.6,309.6,1635,29.7,9,0,0,0,0,0,0
9766,L56945,L,298.6,309.6,1472,39.1,14,0,0,0,0,0,0
9771,H39184,H,298.6,309.5,1584,31.8,27,0,0,0,0,0,0
9773,L56952,L,298.5,309.5,1561,34.8,35,0,0,0,0,0,0
9776,M24635,M,298.6,309.5,1684,27.8,44,0,0,0,0,0,0
9781,M24640,M,298.8,309.8,1477,46.7,59,0,0,0,0,0,0
9797,H39210,H,298.4,309.3,1694,30.9,111,0,0,0,0,0,0
9802,M24661,M,298.4,309.3,1496,45.6,129,0,0,0,0,0,0
9804,L56983,L,298.4,309.2,1692,29.8,137,0,0,0,0,0,0
9818,M24677,M,298.5,309.3,1465,42.4,173,0,0,0,0,0,0
9829,L57008,L,298.4,309.4,1385,50.0,201,0,0,0,0,0,0
9835,M24694,M,298.3,309.1,1632,32.7,0,0,0,0,0,0,0
9838,M24697,M,298.4,309.3,1355,50.6,8,0,0,0,0,0,0
9839,L57018,L,298.4,309.2,1425,45.5,11,0,0,0,0,0,0
9845,H39258,H,298.3,309.1,1484,37.0,28,0,0,0,0,0,0
9851,M24710,M,298.5,309.3,1498,34.6,46,0,0,0,0,0,0
9858,M24717,M,298.6,309.5,1366,55.0,65,0,0,0,0,0,0
9862,M24721,M,298.7,309.6,1800,24.8,78,0,0,0,0,0,0
9865,M24724,M,298.9,309.9,1645,31.4,86,0,0,0,0,0,0
9868,L57047,L,299.0,309.9,1411,44.7,94,0,0,0,0,0,0
9881,L57060,L,298.8,309.8,1753,27.5,130,0,0,0,0,0,0
9884,H39297,H,298.7,309.6,1654,34.3,136,0,0,0,0,0,0
9887,L57066,L,298.8,309.6,1903,22.3,145,0,0,0,0,0,0
9893,H39306,H,298.9,309.7,1407,48.6,161,0,0,0,0,0,0
9907,M24766,M,298.6,309.1,1587,37.3,203,0,0,0,0,0,0
9909,L57088,L,298.6,309.0,1456,47.7,0,0,0,0,0,0,0
9911,L57090,L,298.6,309.0,1469,46.0,4,0,0,0,0,0,0
9938,L57117,L,298.3,308.1,1505,46.1,80,0,0,0,0,0,0
9940,H39353,H,298.3,308.1,2636,12.8,84,0,0,0,0,0,0
9961,L57140,L,298.2,307.8,1575,35.0,137,0,0,0,0,0,0
9963,L57142,L,298.2,307.9,1429,49.4,141,0,0,0,0,0,0
9966,L57145,L,298.3,307.9,1703,28.9,147,0,0,0,0,0,0
9969,L57148,L,298.4,308.0,1605,32.4,154,0,0,0,0,0,0
9972,H39385,H,298.5,308.2,1563,44.6,163,0,0,0,0,0,0
9975,L57154,L,298.6,308.2,1361,68.2,172,1,0,0,1,1,0
9976,M24835,M,298.6,308.3,1589,34.1,174,0,0,0,0,0,0
9981,L57160,L,298.6,308.4,1559,36.6,188,0,0,0,0,0,0
9982,L57161,L,298.7,308.5,1353,47.0,190,0,0,0,0,0,0
9986,H39399,H,298.7,308.5,1572,35.6,202,0,0,0,0,0,0
9994,L57173,L,298.8,308.4,1401,47.3,10,0,0,0,0,0,0
